,rxn_id,rxn_smiles,predicted_activation_energy,predicted_reaction_energy
489343,489534,[CH3:20][c:21]1[o:22][c:23](=[O:24])[c-:25]([C:26]#[N:27])[n+:28]1[CH3:29].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([F:9])([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17][CH2:18][CH2:19]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([F:9])([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[CH2:16][CH2:17][CH2:18][CH2:19]1)[C:21]1([CH3:20])[O:22][C:23](=[O:24])[C:25]2([C:26]#[N:27])[N:28]1[CH3:29],19.444511,-11.208023
489398,489589,[CH3:18][c:19]1[o:20][c:21](=[O:22])[c-:23]([C:24]#[N:25])[n+:26]1[CH3:27].[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]2=[C:8]([C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:23]1([C:24]#[N:25])[C:21](=[O:22])[O:20][C:19]2([CH3:18])[N:26]1[CH3:27],20.738537,-10.413874
489399,489590,[CH3:18][c:19]1[o:20][c:21](=[O:22])[c-:23]([C:24]#[N:25])[n+:26]1[CH3:27].[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]2=[C:8]([C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:19]1([CH3:18])[O:20][C:21](=[O:22])[C:23]2([C:24]#[N:25])[N:26]1[CH3:27],20.904644,-10.02297
489979,490171,[CH3:18][c:19]1[o:20][c:21](=[O:22])[c-:23]([C:24]#[N:25])[n+:26]1[CH3:27].[F:1][C:2]1([F:3])[C:4]#[C:5][C:6]([F:7])([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14][CH2:15][CH2:16][CH2:17]1>>[F:1][C:2]1([F:3])[C:4]2=[C:5]([C:6]([F:7])([c:8]3[cH:9][cH:10][cH:11][cH:12][cH:13]3)[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:23]1([C:24]#[N:25])[C:21](=[O:22])[O:20][C:19]2([CH3:18])[N:26]1[CH3:27],20.590744,-12.448859
489980,490172,[CH3:18][c:19]1[o:20][c:21](=[O:22])[c-:23]([C:24]#[N:25])[n+:26]1[CH3:27].[F:1][C:2]1([F:3])[C:4]#[C:5][C:6]([F:7])([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14][CH2:15][CH2:16][CH2:17]1>>[F:1][C:2]1([F:3])[C:4]2=[C:5]([C:6]([F:7])([c:8]3[cH:9][cH:10][cH:11][cH:12][cH:13]3)[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:19]1([CH3:18])[O:20][C:21](=[O:22])[C:23]2([C:24]#[N:25])[N:26]1[CH3:27],20.488697,-12.489239
490124,490316,[CH3:14][c:15]1[o:16][c:17](=[O:18])[c-:19]([C:20]#[N:21])[n+:22]1[CH3:23].[N:1]#[C:2][C:3]1([F:4])[C:5]#[C:6][C:7]([Br:8])([Br:9])[CH2:10][CH2:11][CH2:12][CH2:13]1>>[N:1]#[C:2][C:3]1([F:4])[C:5]2=[C:6]([C:7]([Br:8])([Br:9])[CH2:10][CH2:11][CH2:12][CH2:13]1)[C:15]1([CH3:14])[O:16][C:17](=[O:18])[C:19]2([C:20]#[N:21])[N:22]1[CH3:23],20.544186,-9.868489
490164,490356,[CH3:19][c:20]1[o:21][c:22](=[O:23])[c-:24]([C:25]#[N:26])[n+:27]1[CH3:28].[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]#[C:11][C:12]([F:13])([F:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]2=[C:11]([C:12]([F:13])([F:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:20]1([CH3:19])[O:21][C:22](=[O:23])[C:24]2([C:25]#[N:26])[N:27]1[CH3:28],20.937,-10.15739
490165,490357,[CH3:19][c:20]1[o:21][c:22](=[O:23])[c-:24]([C:25]#[N:26])[n+:27]1[CH3:28].[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]#[C:11][C:12]([F:13])([F:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]2=[C:11]([C:12]([F:13])([F:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:24]1([C:25]#[N:26])[C:22](=[O:23])[O:21][C:20]2([CH3:19])[N:27]1[CH3:28],20.78938,-10.277653
497364,497558,[CH3:20][NH:21][C:22](=[O:23])[C-:24]([N+:25]#[N:26])[C:27](=[O:28])[O:29][CH3:30].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([F:9])([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17][CH2:18][CH2:19]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([F:9])([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[CH2:16][CH2:17][CH2:18][CH2:19]1)[N:26]=[N:25][C:24]2([C:22]([NH:21][CH3:20])=[O:23])[C:27](=[O:28])[O:29][CH3:30],20.912817,-31.76096
497365,497559,[CH3:20][NH:21][C:22](=[O:23])[C-:24]([N+:25]#[N:26])[C:27](=[O:28])[O:29][CH3:30].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([F:9])([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17][CH2:18][CH2:19]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([F:9])([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[CH2:16][CH2:17][CH2:18][CH2:19]1)[C:24]([C:22]([NH:21][CH3:20])=[O:23])([C:27](=[O:28])[O:29][CH3:30])[N:25]=[N:26]2,20.096413,-31.971842
510641,510841,[CH3:20][O:21][C:22](=[O:23])[C-:24]([N+:25]#[N:26])[C:27](=[O:28])[O:29][CH3:30].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([F:9])([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17][CH2:18][CH2:19]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([F:9])([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[CH2:16][CH2:17][CH2:18][CH2:19]1)[C:24]([C:22]([O:21][CH3:20])=[O:23])([C:27](=[O:28])[O:29][CH3:30])[N:25]=[N:26]2,20.78735,-31.35384
518053,518256,[CH3:22][c-:23]1[nH+:24][n:25][o:26][c:27]1=[O:28].[F:1][CH:2]1[C:3]#[C:4][C:5]([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:18][CH2:19][CH2:20][CH2:21]1>>[F:1][CH:2]1[C:3]2=[C:4]([C:5]([c:6]3[cH:7][cH:8][cH:9][cH:10][cH:11]3)([c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[CH2:18][CH2:19][CH2:20][CH2:21]1)[N:25]1[NH:24][C:23]2([CH3:22])[C:27](=[O:28])[O:26]1,20.329754,-14.411311
518195,518398,[CH3:16][c-:17]1[nH+:18][n:19][o:20][c:21]1=[O:22].[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]#[C:7][C:8]([F:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]2=[C:7]([C:8]([F:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[C:17]1([CH3:16])[NH:18][N:19]2[O:20][C:21]1=[O:22],20.847164,-13.998851
518245,518448,[CH3:18][c-:19]1[nH+:20][n:21][o:22][c:23]1=[O:24].[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[C:7]2=[C:8]([C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:19]1([CH3:18])[NH:20][N:21]2[O:22][C:23]1=[O:24],20.315212,-12.071399
518246,518449,[CH3:18][c-:19]1[nH+:20][n:21][o:22][c:23]1=[O:24].[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[C:7]2=[C:8]([C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[N:21]1[NH:20][C:19]2([CH3:18])[C:23](=[O:24])[O:22]1,20.891293,-12.280249
518329,518532,[CH3:21][c-:22]1[nH+:23][n:24][o:25][c:26]1=[O:27].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([C:9]#[N:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19][CH2:20]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([C:9]#[N:10])([c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[CH2:17][CH2:18][CH2:19][CH2:20]1)[N:24]1[NH:23][C:22]2([CH3:21])[C:26](=[O:27])[O:25]1,19.615206,-12.756432
518330,518533,[CH3:21][c-:22]1[nH+:23][n:24][o:25][c:26]1=[O:27].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([C:9]#[N:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19][CH2:20]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([C:9]#[N:10])([c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[CH2:17][CH2:18][CH2:19][CH2:20]1)[C:22]1([CH3:21])[NH:23][N:24]2[O:25][C:26]1=[O:27],19.7577,-12.286703
518379,518582,[CH3:19][c-:20]1[nH+:21][n:22][o:23][c:24]1=[O:25].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]#[C:9][C:10]([C:11]#[N:12])([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]2=[C:9]([C:10]([C:11]#[N:12])([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[N:22]1[NH:21][C:20]2([CH3:19])[C:24](=[O:25])[O:23]1,20.5385,-12.699858
518380,518583,[CH3:19][c-:20]1[nH+:21][n:22][o:23][c:24]1=[O:25].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]#[C:9][C:10]([C:11]#[N:12])([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6]#[N:7])[C:8]2=[C:9]([C:10]([C:11]#[N:12])([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:20]1([CH3:19])[NH:21][N:22]2[O:23][C:24]1=[O:25],20.242037,-12.864963
518414,518617,[CH3:1][O:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]#[C:11][C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:21][c-:22]1[nH+:23][n:24][o:25][c:26]1=[O:27]>>[CH3:1][O:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]2=[C:11]([C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1)[C:22]1([CH3:21])[NH:23][N:24]2[O:25][C:26]1=[O:27],20.811638,-11.544657
518415,518618,[CH3:1][O:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]#[C:11][C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:21][c-:22]1[nH+:23][n:24][o:25][c:26]1=[O:27]>>[CH3:1][O:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]2=[C:11]([C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1)[N:24]1[NH:23][C:22]2([CH3:21])[C:26](=[O:27])[O:25]1,20.96423,-11.820573
518425,518628,[CH3:16][c-:17]1[nH+:18][n:19][o:20][c:21]1=[O:22].[CH3:1][C:2](=[O:3])[CH:4]1[C:5]#[C:6][C:7]([C:8]#[N:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][C:2](=[O:3])[CH:4]1[C:5]2=[C:6]([C:7]([C:8]#[N:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1)[N:19]1[NH:18][C:17]2([CH3:16])[C:21](=[O:22])[O:20]1,20.874031,-18.011642
518662,518865,[CH3:20][c-:21]1[nH+:22][n:23][o:24][c:25]1=[O:26].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([F:9])([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17][CH2:18][CH2:19]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([F:9])([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[CH2:16][CH2:17][CH2:18][CH2:19]1)[C:21]1([CH3:20])[NH:22][N:23]2[O:24][C:25]1=[O:26],18.993834,-14.157252
518663,518866,[CH3:20][c-:21]1[nH+:22][n:23][o:24][c:25]1=[O:26].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([F:9])([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17][CH2:18][CH2:19]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([F:9])([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[CH2:16][CH2:17][CH2:18][CH2:19]1)[N:23]1[NH:22][C:21]2([CH3:20])[C:25](=[O:26])[O:24]1,19.638433,-13.793628
518719,518922,[CH3:18][c-:19]1[nH+:20][n:21][o:22][c:23]1=[O:24].[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]2=[C:8]([C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:19]1([CH3:18])[NH:20][N:21]2[O:22][C:23]1=[O:24],20.350449,-14.568954
518760,518963,[CH3:19][c-:20]1[nH+:21][n:22][o:23][c:24]1=[O:25].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][CH:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][CH2:16][CH2:17][CH2:18]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([CH:8]([c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:20]1([CH3:19])[NH:21][N:22]2[O:23][C:24]1=[O:25],20.413376,-16.503414
518838,519041,[CH3:17][c-:18]1[nH+:19][n:20][o:21][c:22]1=[O:23].[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]#[C:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]1>>[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]2=[C:11]([CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]1)[C:18]1([CH3:17])[NH:19][N:20]2[O:21][C:22]1=[O:23],20.60454,-16.400608
519267,519471,[CH3:14][c-:15]1[nH+:16][n:17][o:18][c:19]1=[O:20].[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]#[C:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1>>[CH3:1][C:2](=[O:3])[C:4]1([C:5]#[N:6])[C:7]2=[C:8]([CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1)[C:15]1([CH3:14])[NH:16][N:17]2[O:18][C:19]1=[O:20],20.907497,-16.389154
519286,519490,[CH3:13][c-:14]1[nH+:15][n:16][o:17][c:18]1=[O:19].[CH3:1][O:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12]1>>[CH3:1][O:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([CH2:8][CH2:9][CH2:10][CH2:11][CH2:12]1)[C:14]1([CH3:13])[NH:15][N:16]2[O:17][C:18]1=[O:19],20.082113,-16.604801
519299,519503,[CH3:18][c-:19]1[nH+:20][n:21][o:22][c:23]1=[O:24].[F:1][C:2]1([F:3])[C:4]#[C:5][C:6]([F:7])([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14][CH2:15][CH2:16][CH2:17]1>>[F:1][C:2]1([F:3])[C:4]2=[C:5]([C:6]([F:7])([c:8]3[cH:9][cH:10][cH:11][cH:12][cH:13]3)[CH2:14][CH2:15][CH2:16][CH2:17]1)[N:21]1[NH:20][C:19]2([CH3:18])[C:23](=[O:24])[O:22]1,20.185123,-15.245326
519485,519689,[CH3:19][c-:20]1[nH+:21][n:22][o:23][c:24]1=[O:25].[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]#[C:11][C:12]([F:13])([F:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[N:1]#[C:2][C:3]1([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:10]2=[C:11]([C:12]([F:13])([F:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:20]1([CH3:19])[NH:21][N:22]2[O:23][C:24]1=[O:25],20.246948,-14.136724
519555,519759,[CH3:19][c-:20]1[nH+:21][n:22][o:23][c:24]1=[O:25].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([O:6][CH3:7])[C:8]#[C:9][C:10]([C:11]#[N:12])([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([O:6][CH3:7])[C:8]2=[C:9]([C:10]([C:11]#[N:12])([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1)[C:20]1([CH3:19])[NH:21][N:22]2[O:23][C:24]1=[O:25],20.93674,-11.382196
531311,531519,[CH3:19][C:20](=[O:21])[N-:22][N+:23]#[N:24].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]#[C:11][CH:12]([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[c:10]2[c:11]([n:22]([C:20]([CH3:19])=[O:21])[n:23][n:24]2)[CH:12]([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1,20.838428,-51.97399
531312,531520,[CH3:19][C:20](=[O:21])[N-:22][N+:23]#[N:24].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]#[C:11][CH:12]([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[c:10]2[c:11]([n:24][n:23][n:22]2[C:20]([CH3:19])=[O:21])[CH:12]([C:13]#[N:14])[CH2:15][CH2:16][CH2:17][CH2:18]1,20.811022,-51.61786
531340,531548,[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:21][C:22](=[O:23])[N-:24][N+:25]#[N:26]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[c:10]2[c:11]([n:26][n:25][n:24]2[C:22]([CH3:21])=[O:23])[C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1,20.701729,-47.862602
531341,531549,[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:21][C:22](=[O:23])[N-:24][N+:25]#[N:26]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[c:10]2[c:11]([n:24]([C:22]([CH3:21])=[O:23])[n:25][n:26]2)[C:12]([C:13]#[N:14])([C:15]#[N:16])[CH2:17][CH2:18][CH2:19][CH2:20]1,20.26605,-48.112858
531382,531590,[CH3:18][C:19](=[O:20])[N-:21][N+:22]#[N:23].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Cl:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Cl:6])[c:7]2[c:8]([n:21]([C:19]([CH3:18])=[O:20])[n:22][n:23]2)[C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1,20.781065,-48.44817
531517,531725,[CH3:18][C:19](=[O:20])[N-:21][N+:22]#[N:23].[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][CH:12]([F:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[c:10]2[c:11]([n:21]([C:19]([CH3:18])=[O:20])[n:22][n:23]2)[CH:12]([F:13])[CH2:14][CH2:15][CH2:16][CH2:17]1,20.919,-52.18623
531539,531747,[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]#[C:7][C:8]([O:9][CH3:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:21][C:22](=[O:23])[N-:24][N+:25]#[N:26]>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[c:6]2[c:7]([n:24]([C:22]([CH3:21])=[O:23])[n:25][n:26]2)[C:8]([O:9][CH3:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19][CH2:20]1,20.90515,-47.2053
531540,531748,[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]#[C:7][C:8]([O:9][CH3:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19][CH2:20]1.[CH3:21][C:22](=[O:23])[N-:24][N+:25]#[N:26]>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[c:6]2[c:7]([n:26][n:25][n:24]2[C:22]([CH3:21])=[O:23])[C:8]([O:9][CH3:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19][CH2:20]1,20.860046,-46.830254
531565,531773,[CH3:16][C:17](=[O:18])[N-:19][N+:20]#[N:21].[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]#[C:7][C:8]([F:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[c:6]2[c:7]([n:21][n:20][n:19]2[C:17]([CH3:16])=[O:18])[C:8]([F:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1,20.472715,-51.872536
531566,531774,[CH3:16][C:17](=[O:18])[N-:19][N+:20]#[N:21].[CH3:1][O:2][C:3]1([O:4][CH3:5])[C:6]#[C:7][C:8]([F:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1>>[CH3:1][O:2][C:3]1([O:4][CH3:5])[c:6]2[c:7]([n:19]([C:17]([CH3:16])=[O:18])[n:20][n:21]2)[C:8]([F:9])([C:10]#[N:11])[CH2:12][CH2:13][CH2:14][CH2:15]1,20.509964,-52.101368
531615,531823,[CH3:18][C:19](=[O:20])[N-:21][N+:22]#[N:23].[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[c:7]2[c:8]([n:23][n:22][n:21]2[C:19]([CH3:18])=[O:20])[C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1,20.243317,-48.49234
531616,531824,[CH3:18][C:19](=[O:20])[N-:21][N+:22]#[N:23].[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[C:7]#[C:8][C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3]1([C:4]([CH3:5])=[O:6])[c:7]2[c:8]([n:21]([C:19]([CH3:18])=[O:20])[n:22][n:23]2)[C:9]([C:10]#[N:11])([C:12]#[N:13])[CH2:14][CH2:15][CH2:16][CH2:17]1,20.161558,-48.742733
531699,531907,[CH3:21][C:22](=[O:23])[N-:24][N+:25]#[N:26].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([C:9]#[N:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19][CH2:20]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[c:6]2[c:7]([n:24]([C:22]([CH3:21])=[O:23])[n:25][n:26]2)[C:8]([C:9]#[N:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][CH2:19][CH2:20]1,19.634464,-50.723583
